,FILE NO,DIVISION,MODE OF TRANSPORTATION,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER CODE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF LOAD COUNTRY,PORT OF DCHG NAME,PORT OF DCHG COUNTRY,GROSS WEIGHT,REVENUE,PROFIT,TOTAL BILLED TO ACCOUNT,STATUS,CONTROLLER,INV DATE,DATE INVOICED,LAST EVENT NAME
5804,2403347-01,20,40.0,45.0,19.0,PDAVIS, 4/04/2021,QHTINC01,"QHT, INC",MILAN,IT,"JFK AIRPORT, NEW YORK",US,857.0,"8,657.37",717.65,"8,657.37",ARRIVED DESTINATION PORT,SARAH LIBBY, 4/06/2021, 4/06/2021,Invoice Printed BB Air
5805,2403348-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/04/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,GUANGZHOU (KANTON),CN,BOSTON-LOGAN INTL AIRPORT,US,622.0,"18,968.40","1,009.85","18,968.40",ARRIVED DESTINATION PORT,SARAH LIBBY, 4/05/2021, 4/05/2021,Invoice Printed BB Air
5806,2403349-01,20,40.0,45.0,19.0,PDAVIS, 4/07/2021,ENETEC01,ENERCON TECHNOLOGIES,HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,210.0,"2,528.88",478.25,"2,528.88",ARRIVED DESTINATION PORT,SARAH LIBBY, 4/05/2021, 4/05/2021,Invoice Printed BB Air
5807,2403350-01,20,40.0,45.0,991.0,Forwarders, 4/09/2021,KLINE02,K LINE LOGISTICS (USA) INC,DELHI,CA,"JFK AIRPORT, NEW YORK",US,1637.0,289.42,182.42,230,OPEN,SARAH LIBBY, 4/09/2021, 4/09/2021,Invoice Printed BB Air
5808,2403350-02,20,40.0,45.0,991.0,Forwarders, 4/09/2021,KLINE02,K LINE LOGISTICS (USA) INC,DELHI,CA,"JFK AIRPORT, NEW YORK",US,1118.0,270.58,163.58,230,OPEN,SARAH LIBBY, 4/09/2021, 4/09/2021,Invoice Printed BB Air
5809,2403352-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/09/2021,MICTEC03,"MICROWAVE TECHNIQUES, LLC",MILAN (MALPENSA),IT,BOSTON-LOGAN INTL AIRPORT,US,205.0,"2,920.32",761.94,"2,920.32",PRE-SHIPMENT,SARAH LIBBY, 4/09/2021, 4/09/2021,Invoice Printed BB Air
5810,2403353-01,20,40.0,45.0,19.0,PDAVIS, 4/14/2021,MAGSAF01,"MAGNA SAFE INTERNATIONAL, INC",MUMBAI,IN,"SAN FRANCISCO, CA",US,25.0,"1,392.95",331.96,"1,392.95",ARRIVED DESTINATION PORT,SARAH LIBBY, 4/04/2021, 4/14/2021,Invoice Printed BB Air
5811,2403354-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/14/2021,MICTEC03,"MICROWAVE TECHNIQUES, LLC",MALMOE,SE,BOSTON-LOGAN INTL AIRPORT,US,105.0,"1,679.84",494.49,"1,679.84",ARRIVED DESTINATION PORT,SARAH LIBBY, 4/13/2021, 4/14/2021,Invoice Printed BB Air
5812,2403355-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/14/2021,RAN&C01,RANCOURT & COMPANY SHOECRAFTERS,LONDON HEATHROW,GB,BOSTON-LOGAN INTL AIRPORT,US,186.0,"2,716.83",562.9,"2,716.83",DELIVERED,SARAH LIBBY, 4/15/2021, 4/30/2021,Invoice Printed BB Air
5813,2403356-01,20,40.0,45.0,19.0,PDAVIS, 4/13/2021,MODINC01,MODULA INC,MILAN,IT,BOSTON-LOGAN INTL AIRPORT,US,342.0,"4,125.02",434.6,"4,125.02",ARRIVED DESTINATION PORT,SARAH LIBBY, 4/13/2021, 4/13/2021,Invoice Printed BB Air
5814,2403357-01,20,40.0,45.0,,, 4/16/2021,TWOTWE01,TWO TWELVE PRODUCTION & LOGISTICS,NEW DELHI,IN,NEWARK,US,211.0,"1,952.90",192.5,0,OPEN,SARAH LIBBY, 4/15/2021, 4/15/2021,Invoice Printed BB Air
5815,2403358-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/16/2021,RAN&C01,RANCOURT & COMPANY SHOECRAFTERS,LYON,FR,"JFK AIRPORT, NEW YORK",US,526.0,"4,457.54",500.46,"4,457.54",DELIVERED,SARAH LIBBY, 4/27/2021, 4/30/2021,Invoice Printed BB Air
5816,2403359-01,20,40.0,45.0,19.0,PDAVIS, 4/19/2021,EICINC01,EICHENAUER INC,SHANGHAI,CN,BOSTON-LOGAN INTL AIRPORT,US,5520.0,"61,292.60","2,334.00","61,292.60",DELIVERED,SARAH LIBBY, 4/22/2021, 4/30/2021,Invoice Printed BB Air
5817,2403360-01,20,40.0,45.0,19.0,PDAVIS, 4/19/2021,MODINC01,MODULA INC,MILAN,IT,"CINCINNATI, OH  USA",US,3025.0,"22,976.53","1,056.30","22,976.53",ARRIVED DESTINATION PORT,SARAH LIBBY, 4/19/2021, 4/19/2021,Invoice Printed BB Air
5818,2403363-01,20,40.0,45.0,,, 4/18/2021,MERROB01,MERCY ROBES LLC,MILAN,IT,ATLANTA,US,90.0,881.23,253.25,0,PRE-SHIPMENT,SARAH LIBBY, 4/19/2021, 4/19/2021,Invoice Printed BB Air
5819,2403364-01,20,40.0,45.0,19.0,PDAVIS, 4/26/2021,MAGSAF01,"MAGNA SAFE INTERNATIONAL, INC",MUMBAI,IN,"JFK AIRPORT, NEW YORK",US,520.0,"6,288.31",49.71,"6,288.31",PRE-SHIPMENT,KIRSTEN GOWER, 4/22/2021, 4/22/2021,Invoice Printed BB Air
5820,2403365-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/22/2021,ANGADA01,"ANGELA  ADAMS DESIGNS, LLC",NEW DELHI,IN,BOSTON-LOGAN INTL AIRPORT,US,116.0,"2,058.79",433.05,"2,058.79",PRE-SHIPMENT,SARAH LIBBY, 4/30/2021, 4/30/2021,Invoice Printed BB Air
5821,2403366-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/22/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,TAIPEI,TW,BOSTON-LOGAN INTL AIRPORT,US,45.0,"1,483.42",393.61,"1,483.42",PRE-SHIPMENT,SARAH LIBBY, 4/22/2021, 4/22/2021,Invoice Printed BB Air
5822,2403367-01,20,40.0,45.0,19.0,PDAVIS, 4/20/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,1175.0,"14,484.37",913.5,"14,484.37",PRE-SHIPMENT,SARAH LIBBY, 4/19/2021, 4/19/2021,Invoice Printed BB Air
5823,2403367-02,20,40.0,45.0,19.0,PDAVIS, 4/19/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,1070.0,0,0,0,PRE-SHIPMENT,SARAH LIBBY,  /  /    ,  /  /    ,Invoice Printed BB Air
5824,2403368-01,20,40.0,45.0,19.0,PDAVIS, 4/29/2021,MODINC01,MODULA INC,MILAN,IT,"CINCINNATI, OH  USA",US,615.0,"5,966.75",653.5,"5,966.75",DELIVERED,SARAH LIBBY, 4/27/2021, 4/27/2021,Invoice Printed BB Air
5825,2403368-02,20,40.0,45.0,19.0,PDAVIS, 4/29/2021,MODINC01,MODULA INC,MILAN,IT,"CINCINNATI, OH  USA",US,465.0,0,0,0,DELIVERED,SARAH LIBBY,  /  /    ,  /  /    ,Invoice Printed BB Air
5826,2403369-01,20,40.0,45.0,19.0,PDAVIS, 4/20/2021,WILIND01,WILCOX INDUSTRIES CORP,ABU DHABI       UAE,AE,BOSTON-LOGAN INTL AIRPORT,US,3.0,"1,108.00",333.06,"1,108.00",PRE-SHIPMENT,SARAH LIBBY, 4/20/2021, 4/20/2021,Invoice Printed BB Air
5827,2403370-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/25/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,TAIPEI,TW,"JFK AIRPORT, NEW YORK",US,1808.0,"31,569.69","1,034.41","31,569.69",PRE-SHIPMENT,MELISSA LEGG, 4/22/2021, 4/22/2021,Invoice Printed BB Air
5828,2403371-01,20,40.0,45.0,19.0,PDAVIS, 4/24/2021,BARCOR02,BARIL CORPORATION,LONDON - HEATHROW       G,,NEW YORK - JOHN F. KENNED,US,252.0,"7,295.30",390.46,"7,295.30",PRE-SHIPMENT,MELISSA LEGG, 4/23/2021, 4/23/2021,Invoice Printed BB Air
5829,2403372-01,20,40.0,45.0,,, 4/21/2021,K LLIN02,K LINE AIR SERVICE USA INC,DELHI,CA,CHICAGO O'HARE,US,321.0,230,230,230,OPEN,MELISSA LEGG, 4/21/2021, 4/21/2021,Invoice Printed BB Air
5830,2403372-02,20,40.0,45.0,,, 4/21/2021,K LLIN02,K LINE AIR SERVICE USA INC,DELHI,CA,CHICAGO O'HARE,US,1859.0,"11,662.85",-160,"11,662.85",OPEN,MELISSA LEGG, 4/21/2021, 4/21/2021,Invoice Printed BB Air
5831,2403372-03,20,40.0,45.0,,, 4/21/2021,K LLIN02,K LINE AIR SERVICE USA INC,DELHI,CA,CHICAGO O'HARE,US,1367.0,230,230,230,OPEN,MELISSA LEGG, 4/21/2021, 4/21/2021,Invoice Printed BB Air
5832,2403373-01,20,40.0,45.0,19.0,PDAVIS, 4/25/2021,MODINC01,MODULA INC,SEGRATE,IT,CHICAGO O'HARE,US,2269.0,"21,415.89","1,754.48","21,415.89",PRE-SHIPMENT,MELISSA LEGG, 4/26/2021, 4/26/2021,Invoice Printed BB Air
5833,2403374-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/25/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,GUANGZHOU,CN,BOSTON-LOGAN INTL AIRPORT,US,81.0,"2,662.66",385.87,"2,662.66",PRE-SHIPMENT,MELISSA LEGG, 4/26/2021, 4/26/2021,Invoice Printed BB Air
5834,2403375-01,20,40.0,45.0,19.0,PDAVIS, 4/28/2021,BARCOR02,BARIL CORPORATION,LYON,FR,NEW YORK - JOHN F. KENNED,US,147.0,"2,048.79",509.3,"2,048.79",PRE-SHIPMENT,MELISSA LEGG, 4/28/2021, 4/28/2021,Invoice Printed BB Air
5835,2403376-01,20,40.0,45.0,19.0,PDAVIS, 5/01/2021,MODINC01,MODULA INC,MILAN (MALPENSA),IT,LONDON HEATHROW,GB,507.0,"4,171.11",485.58,"4,171.11",PRE-SHIPMENT,MELISSA LEGG, 5/03/2021, 5/03/2021,Invoice Printed BB Air
5836,2403377-01,20,40.0,45.0,19.0,PDAVIS, 5/02/2021,ELDCOR01,ELDUR CORPORATION,FRANKFURT,DE,CHICAGO O'HARE,US,200.0,"2,077.54",362.12,"2,077.54",PRE-SHIPMENT,JAMES BOLTE, 4/30/2021, 4/30/2021,Invoice Printed BB Air
5837,2403378-01,20,40.0,45.0,20.0,KL'HEUREUX, 5/02/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,TAIPEI,TW,"JFK AIRPORT, NEW YORK",US,1476.0,"29,146.25","1,215.64","29,146.25",PRE-SHIPMENT,JAMES BOLTE, 5/01/2021, 5/01/2021,Invoice Printed BB Air
5838,2403379-01,20,40.0,45.0,,, 5/02/2021,TWOTWE01,TWO TWELVE PRODUCTION & LOGISTICS,NEW DELHI,IN,NEWARK,US,107.0,"1,193.60",140.5,0,OPEN,JAMES BOLTE, 4/30/2021, 4/30/2021,Invoice Printed BB Air
5839,2403380-01,20,40.0,45.0,20.0,KL'HEUREUX, 5/03/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,NANJING,CN,BOSTON-LOGAN INTL AIRPORT,US,2260.0,"93,694.11","3,365.17","93,694.11",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/03/2021, 5/03/2021,Invoice Printed BB Air
5840,2403381-01,20,40.0,45.0,20.0,KL'HEUREUX, 4/30/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,GUANGZHOU (KANTON),CN,NEW YORK - JOHN F. KENNED,US,108.0,"8,125.05",762.37,"8,125.05",PRE-SHIPMENT,MELISSA LEGG, 5/01/2021, 5/01/2021,Invoice Printed BB Air
5841,2403382-01,20,40.0,45.0,,, 5/03/2021,BERLOG02,BERGEN LOGISTICS,NEW DELHI,IN,NEWARK,US,598.0,"27,168.98",162.58,"27,136.40",PRE-SHIPMENT,JAMES BOLTE, 5/05/2021, 5/05/2021,Invoice Printed BB Air
5842,2403382-02,20,40.0,45.0,,, 5/03/2021,BERLOG02,BERGEN LOGISTICS,NEW DELHI,IN,NEWARK,US,813.0,276.2,166.7,230,PRE-SHIPMENT,JAMES BOLTE, 5/05/2021, 5/05/2021,Invoice Printed BB Air
5843,2403382-03,20,40.0,45.0,,, 5/03/2021,BERLOG02,BERGEN LOGISTICS,NEW DELHI,IN,NEWARK,US,1176.0,294.07,194.07,230,PRE-SHIPMENT,JAMES BOLTE, 5/05/2021, 5/05/2021,Invoice Printed BB Air
5844,2403382-04,20,40.0,45.0,,, 5/03/2021,BERLOG02,BERGEN LOGISTICS,NEW DELHI,IN,NEWARK,US,1049.0,287.15,187.15,230,PRE-SHIPMENT,JAMES BOLTE, 5/05/2021, 5/05/2021,Invoice Printed BB Air
5845,2403383-01,20,40.0,45.0,20.0,KL'HEUREUX, 5/02/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,SHANGHAI - PU DONG,CN,CHICAGO O'HARE,US,1103.0,"42,621.40","1,503.56","42,621.40",ARRIVED DESTINATION PORT,JAMES BOLTE, 5/03/2021, 5/03/2021,Invoice Printed BB Air
5846,2403384-01,20,40.0,45.0,19.0,PDAVIS, 5/08/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,653.0,"5,911.48",487.75,"5,911.48",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/03/2021, 5/03/2021,Invoice Printed BB Air
5847,2403385-01,20,40.0,45.0,19.0,PDAVIS, 5/09/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,509.0,"6,969.73",725,"6,969.73",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/07/2021, 5/07/2021,Invoice Printed BB Air
5848,2403386-01,20,40.0,45.0,19.0,PDAVIS, 5/17/2021,MODINC01,MODULA INC,MILAN,IT,"CINCINNATI, OH  USA",US,550.0,"3,896.38",633.42,"3,896.38",ARRIVED DESTINATION PORT,KELLY L'HEUREUX, 5/17/2021, 5/17/2021,Invoice Printed BB Air
5849,2403386-02,20,40.0,45.0,19.0,PDAVIS, 5/18/2021,MODINC01,MODULA INC,MILAN,IT,"CINCINNATI, OH  USA",US,125.0,0,0,0,ARRIVED DESTINATION PORT,KELLY L'HEUREUX,  /  /    ,  /  /    ,Invoice Printed BB Air
5850,2403386-03,20,40.0,45.0,19.0,PDAVIS, 5/18/2021,MODINC01,MODULA INC,MILAN,IT,"CINCINNATI, OH  USA",US,360.0,0,0,0,ARRIVED DESTINATION PORT,KELLY L'HEUREUX,  /  /    ,  /  /    ,Invoice Printed BB Air
5851,2403387-01,20,40.0,45.0,19.0,PDAVIS, 5/17/2021,EICINC01,EICHENAUER INC,SHANGHAI - PU DONG,CN,BOSTON-LOGAN INTL AIRPORT,US,4440.0,"50,728.78","2,297.72","50,728.78",PRE-SHIPMENT,JAMES BOLTE, 5/19/2021, 5/31/2021,Invoice Printed BB Air
5852,2403388-01,20,40.0,45.0,991.0,Forwarders, 5/13/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DEHLI,IN,"JFK AIRPORT, NEW YORK",US,265.0,"1,846.50",120.5,"1,846.50",OPEN,KELLY L'HEUREUX, 5/12/2021, 5/12/2021,Invoice Printed BB Air
5853,2403388-02,20,40.0,45.0,991.0,Forwarders, 5/13/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DEHLI,IN,"JFK AIRPORT, NEW YORK",US,483.0,230,130,230,OPEN,KELLY L'HEUREUX, 5/12/2021, 5/12/2021,Invoice Printed BB Air
5854,2403388-03,20,40.0,45.0,991.0,Forwarders, 5/13/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DEHLI,IN,"JFK AIRPORT, NEW YORK",US,762.0,"5,732.20",130,"5,732.20",OPEN,KELLY L'HEUREUX, 5/12/2021, 5/12/2021,Invoice Printed BB Air
5855,2403389-01,20,40.0,45.0,19.0,PDAVIS, 5/14/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,524.0,"7,542.66",746.59,"7,542.66",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/14/2021, 5/14/2021,Invoice Printed BB Air
5856,2403389-02,20,40.0,45.0,19.0,PDAVIS, 5/14/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,391.0,0,0,0,ARRIVED DESTINATION PORT,MELISSA LEGG,  /  /    ,  /  /    ,Invoice Printed BB Air
5857,2403389-03,20,40.0,45.0,19.0,PDAVIS, 5/14/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,13.0,0,0,0,ARRIVED DESTINATION PORT,MELISSA LEGG,  /  /    ,  /  /    ,Invoice Printed BB Air
5858,2403390-01,20,40.0,45.0,991.0,Forwarders, 5/13/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,308.0,230,120.5,230,PRE-SHIPMENT,MELISSA LEGG, 5/19/2021, 5/19/2021,Invoice Printed BB Air
5859,2403391-01,20,40.0,45.0,19.0,PDAVIS, 5/18/2021,MODINC01,MODULA INC,MILAN (MALPENSA),IT,"CINCINNATI, OH  USA",US,462.0,"4,344.13",523.65,"4,344.13",ARRIVED DESTINATION PORT,JAMES BOLTE, 5/17/2021, 5/17/2021,Invoice Printed BB Air
5860,2403392-01,20,40.0,45.0,19.0,PDAVIS, 5/20/2021,ENETEC01,ENERCON TECHNOLOGIES,HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,410.0,"5,813.15",741.94,"5,813.15",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/17/2021, 5/17/2021,Invoice Printed BB Air
5861,2403393-01,20,40.0,45.0,20.0,KL'HEUREUX, 5/21/2021,RAN&C01,RANCOURT & COMPANY SHOECRAFTERS,GUANGZHOU (KANTON),CN,ISTANBUL,TR,398.0,110,"-1,122.15",0,PRE-SHIPMENT,JAMES BOLTE, 5/21/2021, 5/21/2021,Invoice Printed BB Air
5862,2403394-01,20,40.0,45.0,19.0,PDAVIS, 5/27/2021,MODINC01,MODULA INC,MILAN (MALPENSA),IT,NEWARK,US,805.0,"9,361.98","1,072.25","9,361.98",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/24/2021, 5/24/2021,Invoice Printed BB Air
5863,2403395-01,20,40.0,45.0,20.0,KL'HEUREUX, 5/26/2021,KICTEA01,"KICTEAM, INC",SHANGHAI - PU DONG,CN,CHICAGO O'HARE,US,68.0,"1,736.91",325.34,"1,736.91",PRE-SHIPMENT,JAMES BOLTE, 5/28/2021, 5/28/2021,Invoice Printed BB Air
5864,2403396-01,20,40.0,45.0,19.0,PDAVIS, 5/22/2021,MODINC01,MODULA INC,SEGRATE,IT,CHICAGO O'HARE,US,296.0,"8,022.16",599.68,"8,022.16",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/24/2021, 5/24/2021,Invoice Printed BB Air
5865,2403397-01,20,40.0,45.0,9991.0,Carrier, 6/02/2021,PRIFRE02,PRIMARY FREIGHT SERVICES INC,ATHENS,GR,"JFK AIRPORT, NEW YORK",US,1526.0,280,280,240,OPEN,MELISSA LEGG, 6/02/2021,  /  /    ,File Opened
5866,2403398-01,20,40.0,45.0,19.0,PDAVIS, 5/24/2021,MODINC01,MODULA INC,MILAN,IT,CHICAGO O'HARE,US,880.0,"7,815.68",685.7,"7,815.68",ARRIVED DESTINATION PORT,MELISSA LEGG, 5/24/2021, 5/24/2021,Invoice Printed BB Air
5867,2403399-01,20,40.0,45.0,991.0,Forwarders, 5/26/2021,KLINE02,K LINE LOGISTICS (USA) INC,DELHI,CA,NEWARK,US,2383.0,"14,859.90",224.1,"14,766.30",PRE-SHIPMENT,MELISSA LEGG, 5/26/2021, 5/26/2021,Invoice Printed BB Air
5868,2403399-02,20,40.0,45.0,991.0,Forwarders, 5/26/2021,KLINE02,K LINE LOGISTICS (USA) INC,DELHI,CA,NEWARK,US,163.0,"1,230.70",146.4,"1,224.30",PRE-SHIPMENT,MELISSA LEGG, 5/26/2021, 5/26/2021,Invoice Printed BB Air
5869,2403400-01,20,40.0,45.0,20.0,KL'HEUREUX, 5/31/2021,PHOFOO01,"PHOENIX FOOTWEAR GROUP, INC.",VALENCIA,ES,"JFK AIRPORT, NEW YORK",US,232.0,"2,724.78",531.15,"2,724.78",PRE-SHIPMENT,JAMES BOLTE, 6/01/2021, 6/01/2021,Invoice Printed BB Air
5870,2403401-01,20,40.0,45.0,,, 6/02/2021,GRECOL02,GREEN COLA NORTH AMERICA LLC,ATHENS,GR,BOSTON-LOGAN INTL AIRPORT,US,409.56,810.76,346.33,570.76,PRE-SHIPMENT,MELISSA LEGG, 6/07/2021, 6/07/2021,Invoice Printed BB Air
5871,2403402,20,40.0,45.0,,, 5/28/2021,,,,,,,0.0,0,0,0,OPEN,SUSAN BELL,  /  /    ,  /  /    ,File Opened
5872,2403403-01,20,40.0,45.0,,, 6/03/2021,QCSQUI03,QCS QUICK CARGO SERVICE GMBH,COPENHAGEN,DK,BOSTON-LOGAN INTL AIRPORT,US,2610.0,"2,297.50","-1,170.94","2,202.50",OPEN,KELLY L'HEUREUX, 6/04/2021, 6/04/2021,Invoice Printed BB Air
5873,2403404-01,20,40.0,45.0,19.0,PDAVIS, 6/01/2021,MODINC01,MODULA INC,SEGRATE,IT,CHICAGO O'HARE,US,695.0,"9,072.20",735.16,"9,072.20",ARRIVED DESTINATION PORT,MELISSA LEGG, 6/01/2021, 6/01/2021,Invoice Printed BB Air
5874,2403404-02,20,40.0,45.0,19.0,PDAVIS, 5/30/2021,MODINC01,MODULA INC,SEGRATE,IT,CHICAGO O'HARE,US,70.0,0,0,0,ARRIVED DESTINATION PORT,MELISSA LEGG,  /  /    ,  /  /    ,Arrived
5875,2403405-01,20,40.0,45.0,991.0,Forwarders, 6/02/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,106.0,"1,073.70",50.5,"1,073.70",PRE-SHIPMENT,MELISSA LEGG, 6/02/2021, 6/02/2021,Invoice Printed BB Air
5876,2403405-02,20,40.0,45.0,991.0,Forwarders, 6/02/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,563.0,230,60,230,PRE-SHIPMENT,MELISSA LEGG, 6/02/2021, 6/02/2021,Invoice Printed BB Air
5877,2403406-01,20,40.0,45.0,20.0,KL'HEUREUX, 6/05/2021,ANGADA01,"ANGELA  ADAMS DESIGNS, LLC",NEW DELHI,IN,LONDON HEATHROW,GB,103.0,0,-93.65,0,DELIVERED,JAMES BOLTE, 6/05/2021,  /  /    ,Delievered
5878,2403407-01,20,40.0,45.0,19.0,PDAVIS, 6/07/2021,MODINC01,MODULA INC,SEGRATE,IT,CHICAGO O'HARE,US,1123.0,0,-862.69,0,ARRIVED DESTINATION PORT,MELISSA LEGG, 6/07/2021,  /  /    ,Arrived
5879,2403408-01,20,40.0,45.0,20.0,KL'HEUREUX, 6/08/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,TAIPEI,TW,BOSTON-LOGAN INTL AIRPORT,US,1191.0,"18,485.40","1,614.40","18,485.40",ARRIVED DESTINATION PORT,MELISSA LEGG, 6/08/2021, 6/08/2021,Invoice Printed BB Air
5880,2403409-01,20,40.0,45.0,19.0,PDAVIS, 6/08/2021,MODINC01,MODULA INC,MILAN,IT,"CINCINNATI, OH  USA",US,304.0,0,-81.73,0,ARRIVED DESTINATION PORT,KELLY L'HEUREUX, 6/09/2021,  /  /    ,Arrived
5881,2403410-01,20,40.0,45.0,19.0,PDAVIS, 6/09/2021,POLLAB02,POLYMER LABORATORIES & SOLUTIONS LL,AMSTERDAM,NL,AMSTERDAM,NL,51.0,"2,838.86","1,058.54","2,838.86",ARRIVED DESTINATION PORT,JAMES BOLTE, 6/09/2021, 6/09/2021,Invoice Printed BB Air
5882,2403411-01,20,40.0,45.0,20.0,KL'HEUREUX, 6/14/2021,KICTEA01,"KICTEAM, INC",GUANGZHOU (KANTON),CN,ISTANBUL,TR,521.0,"10,899.80",887.61,"10,899.80",PRE-SHIPMENT,JAMES BOLTE, 6/29/2021, 6/29/2021,Invoice Printed BB Air
5883,2403413-01,20,40.0,45.0,991.0,Forwarders, 6/13/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,1098.0,"6,927.80",131.3,"6,927.80",OPEN,JAMES BOLTE, 6/14/2021, 6/14/2021,Invoice Printed BB Air
5884,2403413-02,20,40.0,45.0,991.0,Forwarders, 6/13/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,740.0,"4,744.00",140,"4,744.00",OPEN,JAMES BOLTE, 6/14/2021, 6/14/2021,Invoice Printed BB Air
5885,2403414-01,20,40.0,45.0,5.0,JOE WYSON/HOUSE, 6/16/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",LONDON HEATHROW,GB,CHICAGO O'HARE,US,570.0,0,-330.55,0,ARRIVED DESTINATION PORT,TONI SALISBURY, 6/16/2021,  /  /    ,File Opened
5886,2403415-01,20,40.0,45.0,19.0,PDAVIS, 6/20/2021,MODINC01,MODULA INC,SEGRATE,IT,CHICAGO O'HARE,US,3115.0,"32,704.23","1,784.00","32,704.23",ARRIVED DESTINATION PORT,KELLY L'HEUREUX, 6/18/2021, 6/18/2021,Invoice Printed BB Air
5887,2403416-01,20,40.0,45.0,991.0,Forwarders, 6/20/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,281.0,"1,988.27",184.17,"1,944.10",OPEN,KELLY L'HEUREUX, 6/21/2021, 6/21/2021,Invoice Printed BB Air
5888,2403416-02,20,40.0,45.0,991.0,Forwarders, 6/20/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,228.0,"1,656.63",166.33,"1,620.80",OPEN,KELLY L'HEUREUX, 6/21/2021, 6/21/2021,Invoice Printed BB Air
5889,2403417-01,20,40.0,45.0,20.0,KL'HEUREUX, 6/22/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,GUANGZHOU (KANTON),CN,"JFK AIRPORT, NEW YORK",US,1562.0,0,0,0,ARRIVED DESTINATION PORT,CHRISTINE GOODBODY,  /  /    ,  /  /    ,Arrived
5890,2403418-01,20,40.0,45.0,19.0,PDAVIS, 6/20/2021,JAABY01,"JAAKS BY THE SEA, LLC",XIAMEN,CN,MIAMI,US,1131.0,"20,610.30","2,569.87","20,610.30",ARRIVED DESTINATION PORT,KELLY L'HEUREUX, 6/21/2021, 6/21/2021,Invoice Printed BB Air
5891,2403419-01,20,40.0,45.0,19.0,PDAVIS, 6/21/2021,MAIYAC01,"MAINE YACHT CENTER, LLC",LONDON,GB,BOSTON-LOGAN INTL AIRPORT,US,156.0,"2,847.43",633.68,"2,847.43",OPEN,KELLY L'HEUREUX, 6/21/2021, 6/21/2021,Invoice Printed BB Air
5892,2403420-01,20,40.0,45.0,5.0,JOE WYSON/HOUSE, 7/01/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",LONDON HEATHROW,GB,NEWARK,US,411.0,0,0,0,OPEN,TONI SALISBURY,  /  /    ,  /  /    ,File Opened
